X	Y	FID	Facility_N	F_NAME	HMIS	Province	District	Division	LOCATION	Sub_Locati	Spatial_Re	Facility_T	Agency	Latitude	Longitude	GlobalID
36.9	-0.65	3059	0	NEW KIHOYA MED CLINIC	0	CENTRAL	MURANGA	MATHIOYA	RWATHIA	KIHOYA	DHMT	6	PRIV	-0.65	36.9	{978A7E96-9E85-4D01-9F93-6DC9419CFBD2}
39.8275	-3.711	3060	42	KILIFI PLANTATION DISP	539	COAST	KILIFI	KIKAMBALA	TAKAUNGU MAVUENI	MKWAJUNI/MKOMANI	DSA/DFH(MOH)-UNFPA REPORT	9	PRIV	-3.711	39.8275	{99AD6FA3-38F6-47AB-BD9D-4FDC5C3E79A3}
39.8388	-3.63485	3061	90	MAISHI-MNARANI CLINIC	0	COAST	KILIFI	BAHARI	KILIFI TOWNSHIP	MNARANI	KEMRI-KILIFI PROJECT	6	PRIV	-3.63485	39.8388	{E28D9855-19F3-400B-9612-906C984DE29C}
36.93	-0.73	3062	81	NJENGU MEDICAL CENTRE	0	CENTRAL	MURANGA	KAHURO	MURARANDIA	THEIR	ILRI VILLAGES	6	PRIV	-0.73	36.93	{5C68B196-66DB-43C3-A4B2-54EF955DE9DD}
39.57606	-3.861528	3063	91	MARIAKANI MED CLINIC	0	COAST	KILIFI	KALOLENI	RURUMA	JIMBA(KILIFI)	AMKENI	6	PRIV	-3.861528	39.57606	{E6617E94-1D62-46C8-9897-9C28C3CBB54F}
36.684685	-1.247748	3064	105	KINOO MEDICAL CLINIC	0	CENTRAL	KIAMBU	KIKUYU	KINOO	KINOO	1:50000 MAPS	6	PRIV	-1.247748	36.684685	{9FE9802A-9C07-46DF-86E3-ABCBF3C4A33A}
36.929983	-0.600506	3065	0	OBEYS MED CLINIC	0	CENTRAL	MURANGA	MATHIOYA	KIRU	KIRIAINI(MURANGA)	DHMT	6	PRIV	-0.600506	36.929983	{4E5494CD-21C0-4495-B12B-9DB8244DABDB}
39.699628	-3.525088	3066	92	MARKIT MED CARE	0	COAST	KILIFI	GANZE	GANZE	GANZE/TSANGALAWENI	AMKENI	6	PRIV	-3.525088	39.699628	{A06D4F2B-5272-44A9-9D1A-49B2AF9AF541}
37.09139	-0.64132	3067	82	RAFIKI MEDICAL CLINIC	0	CENTRAL	MURANGA	KIHARU	GATURI	GEITWA/MUGEKA	GPS	6	PRIV	-0.64132	37.09139	{CF1B4D1D-C634-4196-A5BB-E8C2441EB00F}
39.444533	-3.810175	3068	43	MARIAKANI BARRACKS HOSPITAL	567	COAST	KILIFI	KALOLENI	MARIAKANI	MARIAKANI/MITANGONI	AMKENI	9	AF	-3.810175	39.444533	{7AB1CFC1-8EC5-427A-9BA1-8C6E2042899D}
39.774778	-3.397323	3069	93	MATANO MANNE MED CLINIC	0	COAST	KILIFI	VITENGENI	VITENGENI	MADAMANI	AMKENI	6	PRIV	-3.397323	39.774778	{F77956A4-3ECB-4DA0-B09B-BFB9CCCCBF86}
36.64177	-1.106656	3070	106	LIMURU MARKET CLINIC	0	CENTRAL	KIAMBU	LIMURU	LIMURU	KAMIRITHU	ILRI MKT CENTRE	6	PRIV	-1.106656	36.64177	{BBA74840-9E65-48F5-AAC1-031163413852}
37.01969	-0.6254	3071	83	REHEMA CLINIC	3404	CENTRAL	MURANGA	KIHARU	GATURI	GATHUKIINI	GPS	6	PRIV	-0.6254	37.01969	{B034A713-37A5-48DC-B529-3AF798E4A885}
40.087929	-3.19691	3072	30	GK PRISON DISP(MALINDI)	529	COAST	MALINDI	MALINDI	MALINDI	CENTRAL(MALINDI)	DANIDA	9	OTHER MIN	-3.19691	40.087929	{B6869F0D-9BDE-4E56-AD48-2A6D0B7EB31B}
36.6662	-1.1036	3073	107	MABROUKIE DISP	220	CENTRAL	KIAMBU	LIMURU	KARAMBAINI	MABROUKE	1:50000 MAPS	4	PRIV	-1.1036	36.6662	{0202E0CE-AC95-4617-823F-073DE805B2AB}
39.930325	-3.382432	3074	94	MATSANGONI CLINIC	0	COAST	KILIFI	BAHARI	MATSANGONI	MATSANGONI	AMKENI	6	PRIV	-3.382432	39.930325	{18C3B298-62DB-4242-B1A5-F26149749EA5}
37.1585	-0.71966	3075	84	ST. JOSEPH CLINIC	3399	CENTRAL	MURANGA	KIHARU	TOWNSHIP	KARURI(MURANGA)	GPS	6	PRIV	-0.71966	37.1585	{D942242B-34C1-43A4-B6E3-72DB8BCCAC23}
39.6764	-4.04	3076	64	AFRICAN MARINE ENG. DISP	0	COAST	MOMBASA	KISAUNI	KONGOWEA	KONGOWEA	DSA/DFH(MOH)-UNFPA REPORT	9	PRIV	-4.04	39.6764	{E9575A77-52D1-40D2-856E-3FF0268FEDC2}
39.942523	-3.374734	3077	95	MATSANGONI MEDICAL CLINIC	0	COAST	KILIFI	BAHARI	MATSANGONI	MATSANGONI	KEMRI-KILIFI PROJECT	6	PRIV	-3.374734	39.942523	{746F0AE1-E317-429E-8EC0-DCBAE771050A}
36.7	-0.8	3078	108	MAPENDEZI ENTERPRISES HOSPITAL	0	CENTRAL	KIAMBU	LARI	KAMAE	KAMAE	ILRI VILLAGES	5	PRIV	-0.8	36.7	{A54915E0-C288-4AF9-B3C8-AA8245FD14F2}
37.04	-0.69	3079	0	ST. MARY'S MED CLINIC	0	CENTRAL	MURANGA	KANGEMA	IYEGO	GACHARAIGU	DHMT	6	PRIV	-0.69	37.04	{05ACABE0-F4A0-4B68-888C-6AABA1BA4403}
39.705373	-3.780767	3080	96	MAUA MED CLINIC	0	COAST	KILIFI	CHONYI	BANDA RA SALAMA	MWEMBE KATI	AMKENI	6	PRIV	-3.780767	39.705373	{1A8C04C5-0AD0-43B0-9F04-B894EF20B369}
36.93	-0.73	3081	0	SUMMIT MED CLINIC	0	CENTRAL	MURANGA	KAHURO	MURARANDIA	THEIR	DHMT	6	PRIV	-0.73	36.93	{828645D5-A2F5-4F36-B57B-6BD1F7E55F8E}
39.7226	-3.98769	3082	65	BAMBURI PORTLAND CLINIC	633	COAST	MOMBASA	KISAUNI	BAMBURI	MWEMBE LEGEZA	DSA/DFH(MOH)-UNFPA REPORT	9	PRIV	-3.98769	39.7226	{F31CEDBE-CB6C-4294-BDCE-E1A86B095215}
36.755792	-1.178944	3083	109	MEDICAL CLINIC CENTRE	0	CENTRAL	KIAMBU	KIAMBAA	KIAMBAA	KARURI(KIAMBU)	ILRI VILLAGES	6	PRIV	-1.178944	36.755792	{BDF7D2C0-631A-4FCC-8EB0-E1B5213C54F5}
39.777585	-3.878504	3084	97	MBOGO HC	2914	COAST	KILIFI	KIKAMBALA	MTWAPA	KIJIPWA	ILRI MKT CENTRE	3	PRIV	-3.878504	39.777585	{EB8608C6-B59C-47BE-B737-8CEBBEFEF156}
37.03648	-0.71029	3085	85	TEWAS MEDICAL CLINIC	0	CENTRAL	MURANGA	KAHURO	KAHUHIA	KIROGO	GPS	6	PRIV	-0.71029	37.03648	{DAB4337A-A5FF-40F0-BDB0-1C9EB5C4CE89}
39.57422	-3.862815	3086	98	MEDILINK HEALTH CARE SERVICES	0	COAST	KILIFI	KALOLENI	RURUMA	JIMBA(KILIFI)	AMKENI	6	PRIV	-3.862815	39.57422	{888D6F37-FBC4-4990-9C74-9FDC8591F044}
39.647	-4.05	3087	66	CENTRAL BANK STAFF CLINIC	3683	COAST	MOMBASA	ISLAND	RAILWAY	HIGH LEVEL	ILRI VILLAGES	9	OTHER MIN	-4.05	39.647	{E72257CD-52D0-467D-912E-856BDFFCEFD5}
36.659716	-1.197628	3088	112	MUGUGA DISP	2442	CENTRAL	KIAMBU	KIKUYU	MUGUGA	MUGUGA	SUBLOC CENTROID	4	PRIV	-1.197628	36.659716	{E6B78806-F8FF-4B36-AC00-DD736E368783}
37.05	-0.68	3089	0	TRINITY AFYA CENTRE	0	CENTRAL	MURANGA	KANGEMA	IYEGO	GITHUNGURI(MURANGA)	DHMT	6	PRIV	-0.68	37.05	{BB478627-086B-4502-A147-C2857C0384A3}
39.7173	-3.75075	3090	99	MEZEA/ZIANI/JAH GLORY CLINIC	0	COAST	KILIFI	CHONYI	ZIANI	ZIANI	KEMRI-KILIFI PROJECT	6	PRIV	-3.75075	39.7173	{25728AF2-236F-4DA6-A86B-F6411AB7007B}
37.03876	-0.62796	3091	86	UMOJA MEDICAL CLINIC	4845	CENTRAL	MURANGA	KIHARU	GATURI	GATHUKIINI	GPS	6	PRIV	-0.62796	37.03876	{85B0DC50-10A0-4894-A2C0-8ED42FAF8503}
39.6682	-4.03376	3092	67	DETENTION CAMP DISP	646	COAST	MOMBASA	ISLAND	TUDOR	TUDOR FOUR	DSA/DFH(MOH)-UNFPA REPORT	9	MOH	-4.03376	39.6682	{8478065F-257E-4672-BF04-9921A0BA63E9}
39.650468	-3.764883	3093	100	MIKIRYANI MED CLINIC	0	COAST	KILIFI	KALOLENI	KALOLENI	MIKIRIANI	AMKENI	6	PRIV	-3.764883	39.650468	{FE782CD4-E072-4661-A840-8721F7127AE5}
36.686937	-1.243243	3094	113	MUTHIGA MEDICAL CENTRE	3905	CENTRAL	KIAMBU	KIKUYU	KINOO	KINOO	1:50000 MAPS	6	PRIV	-1.243243	36.686937	{8CC23756-DDBD-44E6-ADB4-BFCD606248DA}
37.14907	-0.7292	3095	87	WANANCHI CLINIC	2708	CENTRAL	MURANGA	KIHARU	TOWNSHIP	MUKUYU(MURANGA)	GPS	6	PRIV	-0.7292	37.14907	{02A688D4-1494-49E2-BB56-4B4BC620FEDB}
39.673486	-4.052544	3096	68	GK PRISON DISP (MOMBASA)	662	COAST	MOMBASA	ISLAND	OLD TOWN	MJI WA KALE	SUBLOC CENTROID	9	OTHER MIN	-4.052544	39.673486	{B2E1AA0C-E782-4D3A-99AC-6281CD218F12}
36.752	-0.983	3097	114	NGENYA HEALTH SERVICES	0	CENTRAL	KIAMBU	LARI	NYANDUMA	NYANDUMA	ILRI MKT CENTRE	6	PRIV	-0.983	36.752	{0441A227-3312-4E66-ACA1-314F398B8563}
36.592534	-0.676625	3098	58	BROOKE BOND DISP	3732	CENTRAL	NYANDARUA	SOUTH KINANGOP	NJABINI	MURUAKI	DHMT	4	PRIV	-0.676625	36.592534	{B01C9EAA-0E2D-4858-80FB-EC1E267A2765}
39.851372	-3.631197	3099	101	MISSION UNION MED CLINIC	0	COAST	KILIFI	BAHARI	KILIFI TOWNSHIP	SOKONI(KILIFI)	AMKENI	6	PRIV	-3.631197	39.851372	{BB7C78C5-9C2F-4168-A28A-DEBD3C41A8E5}
36.34	0	3100	59	CANAAN MEDICAL CENTRE	4593	CENTRAL	NYANDARUA	OL JORO OROK	GATANJE	GATHANJE	DHMT	6	PRIV	0	36.34	{874BF420-34FC-4AED-B28F-5DDAA59F5E06}
39.743102	-3.922293	3101	102	MORNING STAR MED CLINIC	0	COAST	KILIFI	KIKAMBALA	MTWAPA	KANAMAI	AMKENI	6	PRIV	-3.922293	39.743102	{A4E1732A-6088-435B-A3F1-93DDED9E9613}
39.740787	-3.956363	3102	69	GK PRISON HOSPITAL(SHIMO LA TEWA)	701	COAST	MOMBASA	KISAUNI	BAMBURI	SHANZU	DSA/DFH(MOH)-UNFPA REPORT	9	OTHER MIN	-3.956363	39.740787	{5C503710-7D40-4CDF-89B7-6E899F78660D}
36.68	-1.08	3103	116	NYARA DISP	224	CENTRAL	KIAMBU	LIMURU	KARAMBAINI	KIAWAROGA	ILRI VILLAGES	4	PRIV	-1.08	36.68	{E1EABFD0-8989-41FF-B7AC-0BC8F318666D}
39.848855	-3.631588	3104	103	MTAAMI MED CLINIC	0	COAST	KILIFI	BAHARI	KILIFI TOWNSHIP	SOKONI(KILIFI)	AMKENI	6	PRIV	-3.631588	39.848855	{CFF1D8E9-53CC-4EE3-90BD-A1BD84008D5D}
36.34	-0.01	3105	60	DR.  GATEMBURA CLINIC	0	CENTRAL	NYANDARUA	OL JORO OROK	GATANJE	GATHANJE	DHMT	6	PRIV	-0.01	36.34	{F3F43143-970E-49BD-ACE1-D60C006FACE5}
36.830408	-1.102112	3106	118	RIUKI DISP	226	CENTRAL	KIAMBU	GITHUNGURI	IKINU	RIUKI	SUBLOC CENTROID	4	PRIV	-1.102112	36.830408	{3C475DA1-FF75-4E9F-94FE-FFB91402AC39}
39.653978	-4.037493	3107	70	KENYA BREWERIES DISP	649	COAST	MOMBASA	ISLAND	MAJENGO	MAJENGO(KING'ORANI)	DSA/DFH(MOH)-UNFPA REPORT	9	PRIV	-4.037493	39.653978	{245051B1-8EC5-425F-BC5A-EC98C578AFD5}
39.850352	-3.619078	3108	104	MTONDIA II MED CLINIC	0	COAST	KILIFI	BAHARI	KILIFI TOWNSHIP	HOSPITAL(KILIFI)	AMKENI	6	PRIV	-3.619078	39.850352	{F73320B1-9F71-4BE9-88A3-28D8A4024092}
36.359734	0.013654	3109	61	JAMII MEDICAL CLINIC	0	CENTRAL	NYANDARUA	OL JORO OROK	GATIMU	GIKINGI	ILRI MKT CENTRE	6	PRIV	0.013654	36.359734	{864A8526-8125-47D1-A217-C334C6D8F1A7}
36.655394	-1.211561	3110	119	SIGONA HC	2444	CENTRAL	KIAMBU	KIKUYU	KIKUYU	SIGONA	SUBLOC CENTROID	3	PRIV	-1.211561	36.655394	{1A56E77F-A9CE-477F-AEE6-4D2567211E0E}
36.529174	-0.055775	3111	62	MANGUO MEDICAL CLINIC	4369	CENTRAL	NYANDARUA	NDARAGWA	KAHUTHA	MURICHO	ILRI MKT CENTRE	6	PRIV	-0.055775	36.529174	{944DCAF8-C1D2-4AB8-AFB4-95A0CF2DD1E3}
39.6377	-3.99417	3112	72	KENYA OIL REFINERY DISP	3304	COAST	MOMBASA	CHANGAMWE	MIKINDANI	KWA SHEE	DSA/DFH(MOH)-UNFPA REPORT	9	PRIV	-3.99417	39.6377	{D494121F-B6BE-4646-9A21-3C2C4284CAB4}
39.870527	-3.576012	3113	105	MTONDIA MEDICAL CLINIC I	2909	COAST	KILIFI	BAHARI	TEZO	MTONDIA/MAJAONI	AMKENI	6	PRIV	-3.576012	39.870527	{4CC8A5BD-7888-4F2A-B0F7-76DCF6D98EEE}
36.374279	-0.032007	3114	63	MARY HILL MEDICAL & E.T.C	0	CENTRAL	NYANDARUA	OL JORO OROK	GATIMU	GATIMU(NYANDARUA)	ILRI TOWNS	6	PRIV	-0.032007	36.374279	{E345A503-3E99-4B31-BD34-F0ED11695E89}
39.744415	-3.921527	3115	106	MTWAPA FAMILY HEALTH CENTRE	0	COAST	KILIFI	KIKAMBALA	MTWAPA	KANAMAI	AMKENI	6	PRIV	-3.921527	39.744415	{87DA1CFB-28D8-4FC8-BBD2-2B525AFC8F7F}
36.484964	-0.570034	3116	65	MURUNGARU MED CLINIC	4541	CENTRAL	NYANDARUA	NORTH KINANGOP	ENGINEER	MURUNGARU	SUBLOC CENTROID	6	PRIV	-0.570034	36.484964	{BC42653A-D9C4-4899-ABFD-DF1C41BB899E}
36.757509	-1.162072	3117	121	ST. FRANCIS MEDICAL CLINIC	0	CENTRAL	KIAMBU	KIAMBAA	KIAMBAA	KIAMBAA	SUBLOC CENTROID	6	PRIV	-1.162072	36.757509	{C031B8D4-9AD6-4A99-9218-7D4CD8093C3B}
39.745027	-3.926838	3118	107	MTWAPA MEDICAL CENTRE	2912	COAST	KILIFI	KIKAMBALA	MTWAPA	SHIMO LA TEWA	AMKENI	6	PRIV	-3.926838	39.745027	{F243CD4D-ECD4-4B65-AFC7-B482623F1E09}
39.637828	-4.05156	3119	73	KENYA PORTS AUTHORITY HEALTH CENTRE	3528	COAST	MOMBASA	LIKONI	MTONGWE	MTONGWE	AMKENI	9	OTHER MIN	-4.05156	39.637828	{4E4B1A36-7BD6-4645-BDE5-5584DB060F1A}
39.6678	-3.78338	3120	108	MWENZANGO'MBE/KAMBINI/KIZINGO CLINIC	0	COAST	KILIFI	CHONYI	MWARAKAYA	KIZINGO(KILIFI)	KEMRI-KILIFI PROJECT	6	PRIV	-3.78338	39.6678	{4D00BA1A-DBE9-4D23-ABEC-36B5F0D24A4B}
36.3	-0.05	3121	66	NYAHURURU COTTAGE HOSPITAL	3929	CENTRAL	NYANDARUA	OL JORO OROK	GATANJE	GATHANJE	ILRI VILLAGES	5	PRIV	-0.05	36.3	{E87EE27A-F69F-4CDF-835A-4AB1678FA4E3}
36.741	-1.186	3122	122	ST. GEORGE MEDICAL CLINIC AND LABORATORY	0	CENTRAL	KIAMBU	KIAMBAA	KIAMBAA	NJIKU	ILRI MKT CENTRE	6	PRIV	-1.186	36.741	{3BC6B1A1-1487-47EE-A3F8-D67381501EE4}
39.651918	-4.035175	3123	75	KPA BANDARI STAFF CLINIC	0	COAST	MOMBASA	ISLAND	RAILWAY	SHIMANZI	DSA/DFH(MOH)-UNFPA REPORT	9	OTHER MIN	-4.035175	39.651918	{EBAFE902-A884-450E-ACA2-9A2A13196040}
39.475329	-3.30024	3124	111	NDOME CLINIC (KILIFI)	2930	COAST	KILIFI	BAMBA	NDIGIRIA	NDIGIRIA/MAPOTEA	ILRI VILLAGES	6	PRIV	-3.30024	39.475329	{09A4526C-AD42-4FD4-826A-432FF1FE9E83}
36.32289	0.016016	3125	67	NYAHURURU MEDICAL CLINIC	0	CENTRAL	NYANDARUA	OL JORO OROK	GATANJE	GATHANJE	DHMT	6	PRIV	0.016016	36.32289	{6BC1A911-6381-4528-A97E-CF39EDE5083B}
39.627857	-3.820308	3126	112	NEEMA HEALTH SERVICES CLINIC	0	COAST	KILIFI	KALOLENI	KALOLENI	KALOLENI/VISH/TSAKA	AMKENI	6	PRIV	-3.820308	39.627857	{4299F3EF-C70C-461E-8010-4ED381863243}
36.643046	-1.27104	3127	127	WANEMED LIMITED	0	CENTRAL	KIAMBU	KIKUYU	KARAI	GIKAMBURA	SUBLOC CENTROID	6	PRIV	-1.27104	36.643046	{82953ADE-07E0-4C61-8C19-4305E794806C}
39.648828	-4.045303	3128	76	KPA KIPEVU DISP	0	COAST	MOMBASA	ISLAND	RAILWAY	HIGH LEVEL	DSA/DFH(MOH)-UNFPA REPORT	9	PRIV	-4.045303	39.648828	{9F688104-1A54-4A12-BB69-4D716B8D4713}
36.625	-0.575	3129	69	PONA MEDICAL CLINIC	0	CENTRAL	NYANDARUA	NORTH KINANGOP	ENGINEER	GATHARA	ILRI MKT CENTRE	6	PRIV	-0.575	36.625	{72688741-134E-4CEE-8E59-43EE5E44DBBB}
39.5933	-3.905618	3130	113	NEW HURUMA MED CLINIC	0	COAST	KILIFI	KALOLENI	RURUMA	MIYUNI	AMKENI	6	PRIV	-3.905618	39.5933	{2C087600-6EBF-4415-817F-CA1DC9405572}
36.31	-0.01	3131	70	SPA MEDICAL CLINIC	0	CENTRAL	NYANDARUA	OL JORO OROK	GATANJE	GATHANJE	DHMT	6	PRIV	-0.01	36.31	{3F9B6616-7BAD-4138-86CF-344721A17F17}
39.744973	-3.925412	3132	114	NEW MWENA MED HOSP	0	COAST	KILIFI	KIKAMBALA	MTWAPA	SHIMO LA TEWA	AMKENI	5	PRIV	-3.925412	39.744973	{A95BE251-12CD-40BA-8952-0D5D258EFBDD}
39.6502	-4.04985	3133	77	KPA STAFF CLINIC	0	COAST	MOMBASA	ISLAND	RAILWAY	SHIMANZI	AMKENI	9	OTHER MIN	-4.04985	39.6502	{24F0C0D4-0921-4C0B-B42A-09466C279940}
37.27927	-0.50298	3134	74	BLUE LINE MEDICAL CLINIC	0	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAGUYU(CENTRAL)	GPS	6	PRIV	-0.50298	37.27927	{5F93592D-8776-43A8-B3AF-247CF36F4D49}
36.37	-0.27	3135	71	ST. ANTONY CLINIC	4592	CENTRAL	NYANDARUA	OL KALOU	OL KALOU	MUNYEKI	DHMT	6	PRIV	-0.27	36.37	{805FDBBA-A98A-452A-8EC3-360948CD54E1}
39.743375	-3.921914	3136	115	NEW SAVANNA HOSP	0	COAST	KILIFI	KIKAMBALA	MTWAPA	KANAMAI	AMKENI	5	PRIV	-3.921914	39.743375	{F5EC7A4B-6417-487B-9E4F-1E40E48D2AF2}
39.6052	-4.01	3137	78	MOI AIRPORT CARGO DISP	669	COAST	MOMBASA	CHANGAMWE	PORT REITZ	PORT REITZ	DSA/DFH(MOH)-UNFPA REPORT	9	PRIV	-4.01	39.6052	{403FA574-476B-48E5-B747-FB953DF6FEAF}
37.275835	-0.479686	3138	77	DR. MAINA ANTONY	0	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAGUYU(CENTRAL)	ILRI VILLAGES	6	PRIV	-0.479686	37.275835	{CF17FEAC-EA37-466F-AE48-3C5EB57FAC56}
36.954627	-0.54627	3139	107	ABERDARE CLINIC	3162	CENTRAL	NYERI	OTHAYA	KARIMA	KIHUGIRU	GPS	6	PRIV	-0.54627	36.954627	{560D97D7-7117-4A32-9E4B-37253B8552B0}
39.825595	-3.551743	3140	116	NEW SOKOKO MED CLINIC	0	COAST	KILIFI	BAHARI	TEZO	KIBARANI	AMKENI	6	PRIV	-3.551743	39.825595	{0537BA9B-DC3E-4F91-841E-21BA16BE7917}
39.7508	-3.68407	3141	117	NGUMA CLINIC	0	COAST	KILIFI	GANZE	KAUMA	VYAMBANI	KEMRI-KILIFI PROJECT	6	PRIV	-3.68407	39.7508	{31B7413D-5925-47C4-8A71-78A5681D9A41}
36.962	-0.43308	3142	108	AFYA BORA MEDICAL CLINIC	0	CENTRAL	NYERI	MUNICIPALITY	MUKARO	RURINGU	GPS	6	PRIV	-0.43308	36.962	{3BBDF5EF-A075-4B17-9DF8-EEC2BED7368C}
37.25217	-0.484432	3143	78	DR. NTHIGA'S CLINIC	0	CENTRAL	KIRINYAGA	CENTRAL	INOI	NDIMI	ILRI VILLAGES	6	PRIV	-0.484432	37.25217	{F6451620-892D-4724-BC49-D184AD9DDFE6}
39.6779	-4.03403	3144	79	MWEMBE TAYARI STAFF CLINIC	639	COAST	MOMBASA	KISAUNI	KISAUNI	JUNDA	DSA/DFH(MOH)-UNFPA REPORT	9	PRIV	-4.03403	39.6779	{CC0C1E43-F2F7-48B3-B443-6B558D5762FE}
39.575148	-3.865895	3145	118	NOOR MED CLINIC	0	COAST	KILIFI	KALOLENI	RURUMA	JIMBA(KILIFI)	AMKENI	6	PRIV	-3.865895	39.575148	{540A7677-9057-4398-ABBF-A9C5EA5AED2F}
36.96231	-0.41232	3146	109	AMANI CLINIC	0	CENTRAL	NYERI	MUNICIPALITY	MUKARO	THUNGUMA	DISTRICT ESTIMATES	6	PRIV	-0.41232	36.96231	{24B89715-4F71-4F9D-ADB6-92F81004D467}
37.324053	-0.564452	3147	80	FRAJOY MEDICAL SERVICES	0	CENTRAL	KIRINYAGA	CENTRAL	KUTUS	KAMUIGUA	ILRI MKT CENTRE	6	PRIV	-0.564452	37.324053	{ED642CBF-AF13-4E0A-BC6C-1A31FDF48D75}
39.739373	-3.921396	3148	119	NURU HEALTHCARE CENTRE	0	COAST	KILIFI	KIKAMBALA	MTWAPA	KIDUTANI/MAWAMBA	AMKENI	6	PRIV	-3.921396	39.739373	{B8477BD1-434A-48EB-BF74-A765791A3A51}
37.12322	-0.47737	3149	110	ARCADE MEDICAL CLINIC	3870	CENTRAL	NYERI	MATHIRA	KARATINA	CHERU	GPS	6	PRIV	-0.47737	37.12322	{FBE3E46A-2565-47FD-9ACB-1F26E2689124}
39.66118	-4.03841	3150	80	NYALI BARRACKS M.R.I. DISP	665	COAST	MOMBASA	ISLAND	TUDOR	TUDOR FOUR	DSA/DFH(MOH)-UNFPA REPORT	9	MOH	-4.03841	39.66118	{C9D0850C-ED70-40A2-9EFE-DC620239E9BD}
39.738042	-3.921566	3151	120	RIKA HEALTH SERVICES	0	COAST	KILIFI	KIKAMBALA	MTWAPA	KIDUTANI/MAWAMBA	AMKENI	6	PRIV	-3.921566	39.738042	{EAF22B1F-F40B-428C-BE2E-701622B78714}
36.96272	-0.43822	3152	111	CALTEX CHILDRENS HOME DISP	3318	CENTRAL	NYERI	MUNICIPALITY	MUKARO	RURINGU	GPS	4	PRIV	-0.43822	36.96272	{38C73C97-FDBD-4FCF-BD31-EDAD53B2F8FE}
39.6539	-4.0492	3153	81	NYS DISP	666	COAST	MOMBASA	ISLAND	RAILWAY	SHIMANZI	DSA/DFH(MOH)-UNFPA REPORT	9	MOH	-4.0492	39.6539	{3D74B175-DE4D-4E9F-85B1-99EDAE851102}
36.94791	-0.45975	3154	113	CHANIA CLINIC	0	CENTRAL	NYERI	MUNICIPALITY	MUKARO	CHORONGI	GPS	6	PRIV	-0.45975	36.94791	{CADB867B-FC31-44D3-AB16-04C589E1F56A}
37.23468	-0.48108	3155	83	KAGUMO MEDICAL CLINIC	0	CENTRAL	KIRINYAGA	NDIA	MUTIRA	KIRUNDA	1:50000 MAPS	6	PRIV	-0.48108	37.23468	{0DCD7556-E1E4-42A2-990F-9A7A524F6FAC}
39.540138	-3.923073	3156	121	RIMBA FAMILY HEALTHCARE CENTRE	0	COAST	KILIFI	KALOLENI	RABAI	KALIANGOMBE/JIMBA	AMKENI	6	PRIV	-3.923073	39.540138	{6496C1DD-1713-472D-A811-8A7A1766B3D0}
39.60596	-3.869328	3157	122	ROTARY CLINIC MAKANZANI	0	COAST	KILIFI	KALOLENI	RURUMA	MLEJI	AMKENI	6	PRIV	-3.869328	39.60596	{33A8E01D-7DC5-41FE-8E38-309372DD0BCA}
36.95278	-0.4201	3158	115	DR. ANAND GUPTA	0	CENTRAL	NYERI	MUNICIPALITY	MUKARO	MAJENGO(NYERI)	GPS	6	PRIV	-0.4201	36.95278	{E842DDFF-5FD6-476D-B815-038909139B9D}
36.94826	-0.41857	3159	116	DR. MANSUKH SHAH CLINIC	0	CENTRAL	NYERI	MUNICIPALITY	MUKARO	MAJENGO(NYERI)	GPS	6	PRIV	-0.41857	36.94826	{007D7481-9F89-401F-A9E0-E65400193517}
39.593733	-3.879338	3160	123	RURUMA CHOKWE MED CLINIC	0	COAST	KILIFI	KALOLENI	RURUMA	MIYUNI	AMKENI	6	PRIV	-3.879338	39.593733	{2970796A-BDC1-47CB-93FC-1781175F653B}
39.67316	-4.052506	3161	82	OLD TOWN SENIOR STAFF DISP	668	COAST	MOMBASA	ISLAND	OLD TOWN	MJI WA KALE	SUBLOC CENTROID	9	LA	-4.052506	39.67316	{1A9B12E5-55DB-4BBF-9294-453EE6605504}
37.27966	-0.50215	3162	84	KERUGOYA HIGHWAY MEDICAL CLINIC	0	CENTRAL	KIRINYAGA	CENTRAL	KERUGOYA	KAGUYU(CENTRAL)	GPS	6	PRIV	-0.50215	37.27966	{F5839C37-BF98-4704-ABEC-8B48F0C6FB5B}
36.91232	-0.59123	3163	117	EBENEZER CLINIC	4574	CENTRAL	NYERI	OTHAYA	CHINGA	MUMBUINI	DISTRICT ESTIMATES	6	PRIV	-0.59123	36.91232	{FD200B4F-EA70-405B-A798-D914CA856654}
39.87837	-3.536143	3164	124	SALAMA MED CLINIC	4666	COAST	KILIFI	BAHARI	TEZO	MTONDIA/MAJAONI	AMKENI	6	PRIV	-3.536143	39.87837	{BF852113-EC8A-4283-AD86-54191B09BD3E}
36.94123	-0.49123	3165	118	GACHATHA CLINIC	2457	CENTRAL	NYERI	TETU	KARUNDU	KIHORA	DISTRICT ESTIMATES	6	PRIV	-0.49123	36.94123	{E51AE89E-5D42-4B1A-9802-8A00CE20ABBD}
39.853124	-3.632005	3166	125	SEASIDE MED CENTRE	0	COAST	KILIFI	BAHARI	KILIFI TOWNSHIP	SOKONI(KILIFI)	AMKENI	6	PRIV	-3.632005	39.853124	{84D9D847-7696-4E8C-A8CC-FA36D4CFCA70}
